filepath,target,skip_time,source_dataset,split_tag
/home/jovyan/Thesis/Code/SONICS/real_songs/real_20017.mp3,0,128.87159375000002,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/144/144243.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/TgOr_C6xP6U.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/124/124398.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_26980_udio_0.mp3,1,4.3678437500000005,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/wC0mY7NzihY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/C0sSgrr5xrQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/griffin512/022/022048.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/rFwJ2L-geWw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/116/116890.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec3/012/012095.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_17375.mp3,0,0.03096875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/098/098933.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/ZOKQFjrfbpw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/musika/019/019589.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/-tKZOl4q1Kw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_37819_udio_1.mp3,1,20.85471875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_16611_udio_1.mp3,1,7.92846875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_03448.mp3,0,26.60909375,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/_oNLyxk08oA.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_01409_udio_1.mp3,1,10.40909375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/griffin512/078/078549.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/037/037590.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_47997.mp3,0,10.425968750000004,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_04124.mp3,0,18.71159375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/032/032876.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/CkgzMSbE68M.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/B1beLwV4yzw.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_31354_suno_0.mp3,1,0.03096875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec24/094/094258.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/APUDprnfOIs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_35575_udio_1.mp3,1,2.68034375,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/rrAIuGMTqtA.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/042/042776.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_33716.mp3,0,140.92034375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_51762.mp3,0,21.69846875,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/eZ8yopmYtPM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec3/091/091414.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/musika/059/059714.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/UFyOGqmITjM.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/CzHZNJEV-3o.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/123/123430.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/IUjzBX2Qm4k.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_17751_suno_0.mp3,1,0.33471875,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/eX1Hynef5Rc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_19384_udio_0.mp3,1,5.2115937500000005,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_53038.mp3,0,15.94409375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_14053_suno_1.mp3,1,0.03096875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/griffin256/031/031239.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/049/049406.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_18703.mp3,0,7.16909375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_21372_suno_1.mp3,1,0.03096875,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/negr4U79PUE.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/105/105135.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_52640.mp3,0,2.42721875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/131/131166.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_18825_udio_0.mp3,1,10.24034375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_42848_udio_0.mp3,1,8.164718750000002,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_27262_suno_1.mp3,1,6.51096875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/066/066331.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/-Bu7YaslRW0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_05477.mp3,0,70.53471875000001,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_13009_udio_0.mp3,1,10.29096875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec6/033/033125.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_18750.mp3,0,0.25034375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_05657.mp3,0,49.13721875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac7/071/071822.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_12718.mp3,0,2.41034375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_10045_udio_0.mp3,1,2.2078437500000003,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/khQN5ylb3H0.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/038/038081.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_20142.mp3,0,12.130343750000002,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/9m0tNvskmTc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/026/026178.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/VwkRHbqpHqk.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/3cEQfNZ_F1w.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/musika/026/026298.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/001/001706.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/009/009556.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_50957_udio_0.mp3,1,3.54096875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_16895_udio_1.mp3,1,25.15784375,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/saEDf6EV9wg.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/nyjXFx0GSX8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_26669.mp3,0,11.77596875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/griffin512/144/144214.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac7/075/075428.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_26865.mp3,0,14.56034375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_20951_udio_0.mp3,1,8.586593750000002,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_31334_suno_0.mp3,1,5.599718750000001,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/123/123862.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_15776.mp3,0,19.92659375,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/AuZNuyR2OJs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/XvtL_TTLXHY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_11205.mp3,0,117.64971875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac2/130/130017.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/075/075272.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_09218.mp3,0,5.042843750000001,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac7/024/024831.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/127/127530.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/146/146709.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/jQYSfy4DzIc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_13954_udio_1.mp3,1,5.53221875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/143/143061.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/061/061013.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/024/024425.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/110/110262.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac2/120/120933.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/119/119554.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/029/029355.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_27524_suno_0.mp3,1,2.98409375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_19259.mp3,0,79.34346875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_51766_udio_0.mp3,1,21.52971875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_26276.mp3,0,5.95409375,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/si_IAMPOXlQ.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac2/035/035532.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/110/110633.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec3/004/004695.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/018/018031.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/5bsUYmXIgMA.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/LM2C1eIUX9M.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_22531_udio_1.mp3,1,21.56346875,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/sZQ4TeLueSs.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_29276.mp3,0,91.13909375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_41785_suno_1.mp3,1,4.13159375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac7/047/047024.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/I368EWBLIs4.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec3/119/119549.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_09771_suno_1.mp3,1,0.41909375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec6/030/030044.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_19636.mp3,0,11.590343750000002,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_46582.mp3,0,0.16596875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_44610_udio_1.mp3,1,8.232218750000001,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/014/014956.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_17514_suno_0.mp3,1,4.48596875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_17943_suno_0.mp3,1,11.94471875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_01849.mp3,0,35.19846875,SONICS,valid
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/nEOPm7TeydY.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/gp7j9o2x9co.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/mustango/qwGT6wvYdLo.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/musicldm/EC_JNTVDrok.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/105/105027.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/033/033333.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/079/079685.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec3/091/091869.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/143/143303.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_40088_suno_1.mp3,1,0.50346875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/061/061796.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_09663.mp3,0,67.10909375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac2/080/080560.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/0Olm321vgk8.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_48809_suno_0.mp3,1,2.49471875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_15956_suno_0.mp3,1,0.03096875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/053/053459.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/encodec3/074/074951.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_50027.mp3,0,30.27096875,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_41383_suno_0.mp3,1,0.41909375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/145/145772.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/musika/094/094340.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_12702_suno_0.mp3,1,0.99284375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_53243_udio_1.mp3,1,27.41909375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_12498_udio_0.mp3,1,22.59284375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/griffin256/109/109046.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_41770.mp3,0,71.71596875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/musika/084/084009.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_47923_suno_1.mp3,1,0.03096875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/120/120156.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/SONICS/real_songs/real_37514.mp3,0,1.85346875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/043/043521.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/MusicGen_medium/nyLpME6YH20.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_35294.mp3,0,16.19721875,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/musika/122/122186.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/griffin256/071/071925.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/deepfake-detector/fma_rebuilt_medium/lac14/137/137184.mp3,1,0.0,FMA,deezer_validation_fake
/home/jovyan/Thesis/Code/SONICS/real_songs/real_26003.mp3,0,26.74409375,SONICS,valid
/home/jovyan/Thesis/Code/SONICS/real_songs/real_46729.mp3,0,85.87409375,SONICS,valid
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/064/064479.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/deepfake-detector/fma_real_medium/resampled/091/091309.mp3,0,0.0,FMA,deezer_validation_real
/home/jovyan/Thesis/Code/FakeMusicCaps/audioldm2/Vu7ZUUl4VPc.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/FakeMusicCaps/stable_audio_open/fxdWwzdeY_o.wav,1,0.0,FakeMusicCaps,all_fake
/home/jovyan/Thesis/Code/SONICS/fake_songs/fake_45739_suno_1.mp3,1,10.94909375,SONICS,valid
